timestamp,stock,tweet model score,news model score,prediction,yesterday closing,today opening
2024-12-07,NVDA,6.678792413793104,0.8950552344322205,NA,142.44000244140625,144.60000610351562
2024-12-08,NVDA,-10.076677777777777,0.8950552344322205,NA,145.06,144.6300048828125
2024-12-09,NVDA,-4.2184888,0.8950552344322205,NA,142.44,138.99
